invoice_id,subscription_id,customer_id,product_id,invoice_date,billing_start_date,billing_end_date,amount_usd,country,school_id,subscription_type,subscription_status,use_case,billing_frequency
inv_0002216,sub_000604,cust_00268,prod_006,2024-11-01,2024-11-01,2025-09-30,-867.48,brazil,sch_00268,pro,cancelled,customer_training,annual
inv_0002314,sub_000605,cust_00269,prod_001,2024-11-01,2024-11-01,2024-11-30,29.0,canada,sch_00269,starter,cancelled,corporate_training,monthly
inv_0002315,sub_000606,cust_00270,prod_004,2024-11-01,2024-11-01,2024-11-30,99.0,spain,sch_00270,pro,cancelled,corporate_training,monthly
inv_0002328,sub_000607,cust_00271,prod_003,2024-12-01,2024-12-01,2025-09-30,-239.87,australia,sch_00271,starter,cancelled,corporate_training,annual
inv_0002200,sub_000608,cust_00272,prod_003,2024-10-01,2024-10-01,2025-09-30,288.0,united states,sch_00272,starter,active,corporate_training,annual
inv_0002201,sub_000609,cust_00273,prod_003,2024-10-01,2024-10-01,2025-09-30,288.0,germany,sch_00273,starter,active,b2c_course_sellers,annual
inv_0002349,sub_000610,cust_00274,prod_008,2024-12-01,2024-12-01,2024-12-31,-287.09,spain,sch_00274,learning_center,cancelled,b2c_course_sellers,quarterly
inv_0002203,sub_000611,cust_00241,prod_004,2024-11-01,2024-11-01,2024-11-30,99.0,france,sch_00241,pro,cancelled,corporate_training,monthly
inv_0002205,sub_000612,cust_00167,prod_006,2024-11-01,2024-11-01,2025-10-31,948.0,united states,sch_00167,pro,active,corporate_training,annual
inv_0002207,sub_000613,cust_00031,prod_006,2024-11-01,2024-11-01,2025-10-31,948.0,united kingdom,sch_00031,pro,active,corporate_training,annual
inv_0002335,sub_000614,cust_00071,prod_006,2024-12-01,2024-12-01,2025-10-31,-870.08,germany,sch_00071,pro,cancelled,b2b_course_sellers,annual
inv_0002422,sub_000615,cust_00256,prod_004,2024-12-01,2024-12-01,2024-12-31,99.0,germany,sch_00256,pro,active,government_ngos,monthly
inv_0002389,sub_000616,cust_00184,prod_007,2024-12-01,2024-12-01,2024-12-31,299.0,canada,sch_00184,learning_center,active,b2b_course_sellers,monthly
inv_0002400,sub_000617,cust_00211,prod_007,2024-12-01,2024-12-01,2024-12-31,299.0,brazil,sch_00211,learning_center,active,b2b_course_sellers,monthly
inv_0002214,sub_000618,cust_00084,prod_009,2024-11-01,2024-11-01,2025-10-31,2988.0,united kingdom,sch_00084,learning_center,active,government_ngos,annual
inv_0002404,sub_000619,cust_00218,prod_007,2024-12-01,2024-12-01,2024-12-31,299.0,india,sch_00218,learning_center,active,government_ngos,monthly
inv_0002217,sub_000620,cust_00268,prod_009,2024-11-01,2024-11-01,2025-10-31,2988.0,brazil,sch_00268,learning_center,active,customer_training,annual
inv_0002219,sub_000621,cust_00165,prod_009,2024-11-01,2024-11-01,2025-10-31,2988.0,netherlands,sch_00165,learning_center,active,customer_training,annual
inv_0002221,sub_000622,cust_00265,prod_003,2024-11-01,2024-11-01,2025-10-31,288.0,united states,sch_00265,starter,active,b2c_course_sellers,annual
inv_0002222,sub_000623,cust_00073,prod_001,2024-11-01,2024-11-01,2024-11-30,29.0,united states,sch_00073,starter,cancelled,b2c_course_sellers,monthly
inv_0002361,sub_000624,cust_00030,prod_001,2024-12-01,2024-12-01,2024-12-31,29.0,australia,sch_00030,starter,active,b2c_course_sellers,monthly
inv_0002225,sub_000625,cust_00183,prod_005,2024-11-01,2024-11-01,2025-01-31,282.0,netherlands,sch_00183,pro,active,customer_training,quarterly
inv_0002227,sub_000626,cust_00064,prod_006,2024-11-01,2024-11-01,2025-10-31,948.0,brazil,sch_00064,pro,active,government_ngos,annual
inv_0002229,sub_000627,cust_00180,prod_006,2024-11-01,2024-11-01,2025-10-31,948.0,united states,sch_00180,pro,active,corporate_training,annual
inv_0002416,sub_000628,cust_00244,prod_004,2024-12-01,2024-12-01,2024-12-31,99.0,india,sch_00244,pro,active,government_ngos,monthly
inv_0002232,sub_000629,cust_00019,prod_005,2024-11-01,2024-11-01,2025-01-31,282.0,brazil,sch_00019,pro,active,government_ngos,quarterly
inv_0002316,sub_000630,cust_00275,prod_002,2024-11-01,2024-11-01,2025-01-31,81.0,canada,sch_00275,starter,active,corporate_training,quarterly
inv_0002317,sub_000631,cust_00276,prod_002,2024-11-01,2024-11-01,2025-01-31,81.0,spain,sch_00276,starter,active,b2b_course_sellers,quarterly
inv_0002431,sub_000632,cust_00277,prod_001,2024-12-01,2024-12-01,2024-12-31,29.0,germany,sch_00277,starter,active,corporate_training,monthly
inv_0002319,sub_000633,cust_00278,prod_009,2024-11-01,2024-11-01,2025-10-31,2988.0,australia,sch_00278,learning_center,active,customer_training,annual
inv_0002432,sub_000634,cust_00279,prod_004,2024-12-01,2024-12-01,2024-12-31,99.0,canada,sch_00279,pro,active,b2c_course_sellers,monthly
inv_0002333,sub_000635,cust_00280,prod_006,2024-12-01,2024-12-01,2025-10-31,-870.08,germany,sch_00280,pro,cancelled,government_ngos,annual
inv_0002322,sub_000636,cust_00281,prod_003,2024-11-01,2024-11-01,2025-10-31,288.0,germany,sch_00281,starter,active,corporate_training,annual
inv_0002323,sub_000637,cust_00282,prod_002,2024-11-01,2024-11-01,2025-01-31,81.0,australia,sch_00282,starter,active,government_ngos,quarterly
inv_0002324,sub_000638,cust_00283,prod_003,2024-11-01,2024-11-01,2025-10-31,288.0,united kingdom,sch_00283,starter,active,corporate_training,annual
inv_0002325,sub_000639,cust_00073,prod_004,2024-12-01,2024-12-01,2024-12-31,99.0,united states,sch_00073,pro,active,b2c_course_sellers,monthly
inv_0002326,sub_000640,cust_00127,prod_004,2024-12-01,2024-12-01,2024-12-31,99.0,netherlands,sch_00127,pro,active,b2c_course_sellers,monthly
inv_0002327,sub_000641,cust_00269,prod_004,2024-12-01,2024-12-01,2024-12-31,99.0,canada,sch_00269,pro,active,corporate_training,monthly
inv_0002329,sub_000642,cust_00271,prod_006,2024-12-01,2024-12-01,2025-11-30,948.0,australia,sch_00271,pro,active,corporate_training,annual
inv_0002330,sub_000643,cust_00246,prod_004,2024-12-01,2024-12-01,2024-12-31,99.0,france,sch_00246,pro,active,government_ngos,monthly
inv_0002331,sub_000644,cust_00270,prod_007,2024-12-01,2024-12-01,2024-12-31,299.0,spain,sch_00270,learning_center,active,corporate_training,monthly
inv_0002332,sub_000645,cust_00241,prod_007,2024-12-01,2024-12-01,2024-12-31,299.0,france,sch_00241,learning_center,active,corporate_training,monthly
inv_0002334,sub_000646,cust_00280,prod_009,2024-12-01,2024-12-01,2025-11-30,2988.0,germany,sch_00280,learning_center,active,government_ngos,annual
inv_0002336,sub_000647,cust_00071,prod_009,2024-12-01,2024-12-01,2025-11-30,2988.0,germany,sch_00071,learning_center,active,b2b_course_sellers,annual
inv_0002338,sub_000648,cust_00103,prod_009,2024-12-01,2024-12-01,2025-11-30,2988.0,india,sch_00103,learning_center,active,government_ngos,annual
inv_0002339,sub_000649,cust_00205,prod_007,2024-12-01,2024-12-01,2024-12-31,299.0,spain,sch_00205,learning_center,active,b2b_course_sellers,monthly
inv_0002341,sub_000650,cust_00247,prod_002,2024-12-01,2024-12-01,2025-02-28,81.0,spain,sch_00247,starter,active,government_ngos,quarterly
inv_0002343,sub_000651,cust_00155,prod_003,2024-12-01,2024-12-01,2025-11-30,288.0,india,sch_00155,starter,active,b2b_course_sellers,annual
inv_0002345,sub_000652,cust_00257,prod_002,2024-12-01,2024-12-01,2025-02-28,81.0,germany,sch_00257,starter,active,b2b_course_sellers,quarterly
inv_0002346,sub_000653,cust_00029,prod_004,2024-12-01,2024-12-01,2024-12-31,99.0,brazil,sch_00029,pro,active,government_ngos,monthly
inv_0002348,sub_000654,cust_00060,prod_006,2024-12-01,2024-12-01,2025-11-30,948.0,united states,sch_00060,pro,active,government_ngos,annual
inv_0002350,sub_000655,cust_00274,prod_005,2024-12-01,2024-12-01,2025-02-28,282.0,spain,sch_00274,pro,active,b2c_course_sellers,quarterly
inv_0002351,sub_000656,cust_00057,prod_005,2024-12-01,2024-12-01,2025-02-28,282.0,netherlands,sch_00057,pro,active,government_ngos,quarterly
inv_0002353,sub_000657,cust_00185,prod_006,2024-12-01,2024-12-01,2025-11-30,948.0,canada,sch_00185,pro,active,corporate_training,annual
inv_0002433,sub_000658,cust_00284,prod_001,2024-12-01,2024-12-01,2024-12-31,29.0,france,sch_00284,starter,active,government_ngos,monthly
inv_0002434,sub_000659,cust_00285,prod_009,2024-12-01,2024-12-01,2025-11-30,2988.0,canada,sch_00285,learning_center,active,government_ngos,annual
inv_0002435,sub_000660,cust_00286,prod_002,2024-12-01,2024-12-01,2025-02-28,81.0,india,sch_00286,starter,active,b2b_course_sellers,quarterly
inv_0002436,sub_000661,cust_00287,prod_004,2024-12-01,2024-12-01,2024-12-31,99.0,india,sch_00287,pro,active,b2c_course_sellers,monthly
inv_0002437,sub_000662,cust_00288,prod_005,2024-12-01,2024-12-01,2025-02-28,282.0,india,sch_00288,pro,active,government_ngos,quarterly
inv_0002438,sub_000663,cust_00289,prod_003,2024-12-01,2024-12-01,2025-11-30,288.0,united kingdom,sch_00289,starter,active,government_ngos,annual
inv_0002439,sub_000664,cust_00290,prod_001,2024-12-01,2024-12-01,2024-12-31,29.0,india,sch_00290,starter,active,government_ngos,monthly
inv_0002440,sub_000665,cust_00291,prod_004,2024-12-01,2024-12-01,2024-12-31,99.0,brazil,sch_00291,pro,active,customer_training,monthly
inv_0002441,sub_000666,cust_00292,prod_006,2024-12-01,2024-12-01,2025-11-30,948.0,netherlands,sch_00292,pro,active,corporate_training,annual
inv_0000640,sub_000001,cust_00001,prod_004,2023-07-01,2023-07-01,2023-07-31,99.0,canada,sch_00001,pro,cancelled,b2c_course_sellers,monthly
inv_0000002,sub_000002,cust_00002,prod_001,2023-01-01,2023-01-01,2023-01-31,29.0,brazil,sch_00002,starter,cancelled,government_ngos,monthly
inv_0002234,sub_000003,cust_00003,prod_004,2024-11-01,2024-11-01,2024-11-30,99.0,france,sch_00003,pro,active,government_ngos,monthly
inv_0000553,sub_000006,cust_00006,prod_001,2023-06-01,2023-06-01,2023-06-30,29.0,australia,sch_00006,starter,cancelled,b2b_course_sellers,monthly
inv_0000007,sub_000007,cust_00007,prod_001,2023-01-01,2023-01-01,2023-01-31,29.0,australia,sch_00007,starter,cancelled,customer_training,monthly
inv_0000008,sub_000008,cust_00008,prod_008,2023-01-01,2023-01-01,2023-03-31,852.0,brazil,sch_00008,learning_center,cancelled,corporate_training,quarterly
inv_0000009,sub_000009,cust_00009,prod_001,2023-01-01,2023-01-01,2023-01-31,29.0,india,sch_00009,starter,cancelled,government_ngos,monthly
inv_0000465,sub_000010,cust_00010,prod_001,2023-05-01,2023-05-01,2023-05-31,29.0,france,sch_00010,starter,cancelled,b2b_course_sellers,monthly
inv_0000927,sub_000012,cust_00012,prod_004,2023-10-01,2023-10-01,2023-10-31,99.0,australia,sch_00012,pro,cancelled,b2c_course_sellers,monthly
inv_0000355,sub_000013,cust_00013,prod_005,2023-04-01,2023-04-01,2023-06-30,282.0,united kingdom,sch_00013,pro,cancelled,b2c_course_sellers,quarterly
inv_0000264,sub_000014,cust_00014,prod_004,2023-03-01,2023-03-01,2023-03-31,99.0,spain,sch_00014,pro,cancelled,customer_training,monthly
inv_0000015,sub_000015,cust_00015,prod_008,2023-01-01,2023-01-01,2023-03-31,852.0,brazil,sch_00015,learning_center,cancelled,customer_training,quarterly
inv_0000016,sub_000016,cust_00016,prod_009,2023-01-01,2023-01-01,2023-12-31,2988.0,france,sch_00016,learning_center,cancelled,customer_training,annual
inv_0000560,sub_000017,cust_00017,prod_004,2023-06-01,2023-06-01,2023-06-30,99.0,india,sch_00017,pro,cancelled,customer_training,monthly
inv_0000649,sub_000018,cust_00018,prod_001,2023-07-01,2023-07-01,2023-07-31,29.0,spain,sch_00018,starter,cancelled,customer_training,monthly
inv_0000360,sub_000019,cust_00019,prod_002,2023-04-01,2023-04-01,2023-06-30,81.0,brazil,sch_00019,starter,cancelled,government_ngos,quarterly
inv_0000361,sub_000020,cust_00020,prod_005,2023-04-01,2023-04-01,2023-06-30,282.0,australia,sch_00020,pro,cancelled,b2c_course_sellers,quarterly
inv_0000021,sub_000021,cust_00021,prod_004,2023-01-01,2023-01-01,2023-01-31,99.0,united states,sch_00021,pro,cancelled,b2c_course_sellers,monthly
inv_0000022,sub_000022,cust_00022,prod_006,2023-01-01,2023-01-01,2023-12-31,948.0,netherlands,sch_00022,pro,cancelled,b2b_course_sellers,annual
inv_0000363,sub_000023,cust_00023,prod_002,2023-04-01,2023-04-01,2023-06-30,81.0,spain,sch_00023,starter,cancelled,customer_training,quarterly
inv_0000930,sub_000025,cust_00025,prod_004,2023-10-01,2023-10-01,2023-10-31,99.0,canada,sch_00025,pro,cancelled,customer_training,monthly
inv_0000026,sub_000026,cust_00026,prod_001,2023-01-01,2023-01-01,2023-01-31,29.0,spain,sch_00026,starter,cancelled,customer_training,monthly
inv_0000472,sub_000028,cust_00028,prod_007,2023-05-01,2023-05-01,2023-05-31,299.0,france,sch_00028,learning_center,cancelled,customer_training,monthly
inv_0000756,sub_000029,cust_00029,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0,brazil,sch_00029,pro,cancelled,government_ngos,monthly
inv_0000367,sub_000030,cust_00030,prod_001,2023-04-01,2023-04-01,2023-04-30,29.0,australia,sch_00030,starter,cancelled,b2c_course_sellers,monthly
inv_0001197,sub_000031,cust_00031,prod_003,2024-01-01,2024-01-01,2024-12-31,288.0,united kingdom,sch_00031,starter,cancelled,corporate_training,annual
inv_0000032,sub_000032,cust_00032,prod_009,2023-01-01,2023-01-01,2023-12-31,2988.0,brazil,sch_00032,learning_center,cancelled,b2c_course_sellers,annual
inv_0000033,sub_000033,cust_00033,prod_006,2023-01-01,2023-01-01,2023-12-31,948.0,germany,sch_00033,pro,cancelled,government_ngos,annual
inv_0000656,sub_000034,cust_00034,prod_007,2023-07-01,2023-07-01,2023-07-31,299.0,france,sch_00034,learning_center,cancelled,b2c_course_sellers,monthly
inv_0001671,sub_000035,cust_00035,prod_004,2024-06-01,2024-06-01,2024-06-30,99.0,australia,sch_00035,pro,cancelled,government_ngos,monthly
inv_0000760,sub_000036,cust_00036,prod_004,2023-08-01,2023-08-01,2023-08-31,99.0,united kingdom,sch_00036,pro,cancelled,b2b_course_sellers,monthly
inv_0000478,sub_000037,cust_00037,prod_004,2023-05-01,2023-05-01,2023-05-31,99.0,france,sch_00037,pro,cancelled,b2b_course_sellers,monthly
inv_0000275,sub_000038,cust_00038,prod_004,2023-03-01,2023-03-01,2023-03-31,99.0,united kingdom,sch_00038,pro,cancelled,customer_training,monthly
inv_0000479,sub_000039,cust_00039,prod_001,2023-05-01,2023-05-01,2023-05-31,29.0,spain,sch_00039,starter,cancelled,government_ngos,monthly
inv_0000040,sub_000040,cust_00040,prod_003,2023-01-01,2023-01-01,2023-12-31,288.0,india,sch_00040,starter,cancelled,corporate_training,annual
inv_0000277,sub_000041,cust_00041,prod_001,2023-03-01,2023-03-01,2023-03-31,29.0,netherlands,sch_00041,starter,cancelled,b2b_course_sellers,monthly
inv_0001573,sub_000043,cust_00043,prod_007,2024-05-01,2024-05-01,2024-05-31,299.0,united kingdom,sch_00043,learning_center,cancelled,corporate_training,monthly
inv_0000044,sub_000044,cust_00044,prod_006,2023-01-01,2023-01-01,2023-12-31,948.0,united kingdom,sch_00044,pro,cancelled,b2c_course_sellers,annual
inv_0000046,sub_000046,cust_00046,prod_006,2023-01-01,2023-01-01,2023-12-31,948.0,united kingdom,sch_00046,pro,cancelled,government_ngos,annual
inv_0000378,sub_000047,cust_00047,prod_002,2023-04-01,2023-04-01,2023-06-30,81.0,brazil,sch_00047,starter,cancelled,b2b_course_sellers,quarterly
inv_0000049,sub_000049,cust_00049,prod_006,2023-01-01,2023-01-01,2023-12-31,948.0,united states,sch_00049,pro,cancelled,corporate_training,annual
inv_0000379,sub_000050,cust_00050,prod_001,2023-04-01,2023-04-01,2023-04-30,29.0,spain,sch_00050,starter,cancelled,corporate_training,monthly
inv_0001207,sub_000051,cust_00051,prod_005,2024-01-01,2024-01-01,2024-03-31,282.0,brazil,sch_00051,pro,cancelled,corporate_training,quarterly
inv_0000054,sub_000054,cust_00054,prod_006,2023-01-01,2023-01-01,2023-12-31,948.0,germany,sch_00054,pro,cancelled,government_ngos,annual
inv_0000575,sub_000055,cust_00055,prod_001,2023-06-01,2023-06-01,2023-06-30,29.0,india,sch_00055,starter,cancelled,b2c_course_sellers,monthly
inv_0000056,sub_000056,cust_00056,prod_006,2023-01-01,2023-01-01,2023-12-31,948.0,india,sch_00056,pro,cancelled,government_ngos,annual
inv_0000057,sub_000057,cust_00057,prod_005,2023-01-01,2023-01-01,2023-03-31,282.0,netherlands,sch_00057,pro,cancelled,government_ngos,quarterly
inv_0000860,sub_000058,cust_00058,prod_004,2023-09-01,2023-09-01,2023-09-30,99.0,canada,sch_00058,pro,cancelled,customer_training,monthly
inv_0000059,sub_000059,cust_00059,prod_001,2023-01-01,2023-01-01,2023-01-31,29.0,canada,sch_00059,starter,cancelled,customer_training,monthly
inv_0000060,sub_000060,cust_00060,prod_009,2023-01-01,2023-01-01,2023-12-31,2988.0,united states,sch_00060,learning_center,cancelled,government_ngos,annual
inv_0000061,sub_000061,cust_00061,prod_009,2023-01-01,2023-01-01,2023-12-31,2988.0,united kingdom,sch_00061,learning_center,cancelled,b2c_course_sellers,annual
inv_0000196,sub_000062,cust_00062,prod_004,2023-02-01,2023-02-01,2023-02-28,99.0,australia,sch_00062,pro,cancelled,b2c_course_sellers,monthly
inv_0000287,sub_000063,cust_00063,prod_001,2023-03-01,2023-03-01,2023-03-31,29.0,brazil,sch_00063,starter,cancelled,customer_training,monthly
inv_0001212,sub_000064,cust_00064,prod_006,2024-01-01,2024-01-01,2024-12-31,948.0,brazil,sch_00064,pro,cancelled,government_ngos,annual
inv_0000668,sub_000065,cust_00065,prod_002,2023-07-01,2023-07-01,2023-09-30,81.0,germany,sch_00065,starter,cancelled,b2b_course_sellers,quarterly
inv_0001213,sub_000066,cust_00066,prod_008,2024-01-01,2024-01-01,2024-03-31,852.0,germany,sch_00066,learning_center,cancelled,customer_training,quarterly
inv_0000389,sub_000067,cust_00067,prod_005,2023-04-01,2023-04-01,2023-06-30,282.0,france,sch_00067,pro,cancelled,customer_training,quarterly
inv_0000861,sub_000068,cust_00068,prod_004,2023-09-01,2023-09-01,2023-09-30,99.0,united states,sch_00068,pro,cancelled,corporate_training,monthly
inv_0000671,sub_000069,cust_00069,prod_007,2023-07-01,2023-07-01,2023-07-31,299.0,australia,sch_00069,learning_center,cancelled,customer_training,monthly
inv_0000392,sub_000070,cust_00070,prod_001,2023-04-01,2023-04-01,2023-04-30,29.0,netherlands,sch_00070,starter,cancelled,b2b_course_sellers,monthly
inv_0000071,sub_000071,cust_00071,prod_003,2023-01-01,2023-01-01,2023-12-31,288.0,germany,sch_00071,starter,cancelled,b2b_course_sellers,annual
inv_0001793,sub_000073,cust_00073,prod_001,2024-07-01,2024-07-01,2024-07-31,29.0,united states,sch_00073,starter,cancelled,b2c_course_sellers,monthly
inv_0000074,sub_000074,cust_00074,prod_005,2023-01-01,2023-01-01,2023-03-31,282.0,australia,sch_00074,pro,cancelled,corporate_training,quarterly
inv_0000947,sub_000075,cust_00075,prod_008,2023-10-01,2023-10-01,2023-12-31,852.0,france,sch_00075,learning_center,cancelled,b2c_course_sellers,quarterly
inv_0001487,sub_000076,cust_00076,prod_007,2024-04-01,2024-04-01,2024-04-30,299.0,australia,sch_00076,learning_center,cancelled,b2c_course_sellers,monthly
inv_0000077,sub_000077,cust_00077,prod_003,2023-01-01,2023-01-01,2023-12-31,288.0,united kingdom,sch_00077,starter,cancelled,b2b_course_sellers,annual
inv_0000078,sub_000078,cust_00078,prod_007,2023-01-01,2023-01-01,2023-01-31,299.0,spain,sch_00078,learning_center,cancelled,customer_training,monthly
inv_0000079,sub_000079,cust_00079,prod_009,2023-01-01,2023-01-01,2023-12-31,2988.0,france,sch_00079,learning_center,cancelled,b2c_course_sellers,annual
inv_0000080,sub_000080,cust_00080,prod_001,2023-01-01,2023-01-01,2023-01-31,29.0,united kingdom,sch_00080,starter,cancelled,customer_training,monthly
inv_0000082,sub_000082,cust_00082,prod_003,2023-01-01,2023-01-01,2023-12-31,288.0,germany,sch_00082,starter,cancelled,customer_training,annual
inv_0000083,sub_000083,cust_00083,prod_002,2023-01-01,2023-01-01,2023-03-31,81.0,australia,sch_00083,starter,cancelled,customer_training,quarterly
inv_0000084,sub_000084,cust_00084,prod_006,2023-01-01,2023-01-01,2023-12-31,948.0,united kingdom,sch_00084,pro,cancelled,government_ngos,annual
inv_0000294,sub_000085,cust_00085,prod_001,2023-03-01,2023-03-01,2023-03-31,29.0,netherlands,sch_00085,starter,cancelled,government_ngos,monthly
inv_0000295,sub_000086,cust_00086,prod_007,2023-03-01,2023-03-01,2023-03-31,299.0,france,sch_00086,learning_center,cancelled,corporate_training,monthly
inv_0000087,sub_000087,cust_00087,prod_002,2023-01-01,2023-01-01,2023-03-31,81.0,australia,sch_00087,starter,cancelled,customer_training,quarterly
inv_0001686,sub_000088,cust_00088,prod_004,2024-06-01,2024-06-01,2024-06-30,99.0,canada,sch_00088,pro,cancelled,customer_training,monthly
inv_0000681,sub_000090,cust_00090,prod_002,2023-07-01,2023-07-01,2023-09-30,81.0,netherlands,sch_00090,starter,cancelled,b2c_course_sellers,quarterly
inv_0000091,sub_000091,cust_00091,prod_004,2023-01-01,2023-01-01,2023-01-31,99.0,brazil,sch_00091,pro,cancelled,customer_training,monthly
inv_0000683,sub_000092,cust_00092,prod_001,2023-07-01,2023-07-01,2023-07-31,29.0,india,sch_00092,starter,cancelled,customer_training,monthly
inv_0000094,sub_000094,cust_00094,prod_006,2023-01-01,2023-01-01,2023-12-31,948.0,germany,sch_00094,pro,cancelled,b2b_course_sellers,annual
inv_0000096,sub_000096,cust_00096,prod_009,2023-01-01,2023-01-01,2023-12-31,2988.0,canada,sch_00096,learning_center,cancelled,b2c_course_sellers,annual
inv_0000781,sub_000097,cust_00097,prod_001,2023-08-01,2023-08-01,2023-08-31,29.0,spain,sch_00097,starter,cancelled,b2b_course_sellers,monthly
inv_0000098,sub_000098,cust_00098,prod_006,2023-01-01,2023-01-01,2023-12-31,948.0,india,sch_00098,pro,cancelled,corporate_training,annual
inv_0000590,sub_000099,cust_00099,prod_004,2023-06-01,2023-06-01,2023-06-30,99.0,united states,sch_00099,pro,cancelled,corporate_training,monthly
inv_0000100,sub_000100,cust_00100,prod_003,2023-01-01,2023-01-01,2023-12-31,288.0,brazil,sch_00100,starter,cancelled,b2b_course_sellers,annual
inv_0000101,sub_000101,cust_00101,prod_006,2023-01-01,2023-01-01,2023-12-31,948.0,united kingdom,sch_00101,pro,cancelled,b2c_course_sellers,annual
inv_0000409,sub_000102,cust_00102,prod_008,2023-04-01,2023-04-01,2023-06-30,852.0,brazil,sch_00102,learning_center,cancelled,customer_training,quarterly
inv_0000103,sub_000103,cust_00103,prod_009,2023-01-01,2023-01-01,2023-12-31,2988.0,india,sch_00103,learning_center,cancelled,government_ngos,annual
inv_0000104,sub_000104,cust_00104,prod_006,2023-01-01,2023-01-01,2023-12-31,948.0,spain,sch_00104,pro,cancelled,corporate_training,annual
inv_0000873,sub_000106,cust_00106,prod_004,2023-09-01,2023-09-01,2023-09-30,99.0,united kingdom,sch_00106,pro,cancelled,customer_training,monthly
inv_0000213,sub_000107,cust_00107,prod_001,2023-02-01,2023-02-01,2023-02-28,29.0,brazil,sch_00107,starter,cancelled,b2c_course_sellers,monthly
inv_0000593,sub_000108,cust_00108,prod_001,2023-06-01,2023-06-01,2023-06-30,29.0,germany,sch_00108,starter,cancelled,b2c_course_sellers,monthly
inv_0000109,sub_000109,cust_00109,prod_001,2023-01-01,2023-01-01,2023-01-31,29.0,brazil,sch_00109,starter,cancelled,corporate_training,monthly
inv_0000111,sub_000111,cust_00111,prod_009,2023-01-01,2023-01-01,2023-12-31,2988.0,netherlands,sch_00111,learning_center,cancelled,b2b_course_sellers,annual
inv_0002252,sub_000112,cust_00112,prod_007,2024-11-01,2024-11-01,2024-11-30,299.0,netherlands,sch_00112,learning_center,active,government_ngos,monthly
inv_0001051,sub_000113,cust_00113,prod_004,2023-11-01,2023-11-01,2023-11-30,99.0,india,sch_00113,pro,cancelled,corporate_training,monthly
inv_0001226,sub_000116,cust_00116,prod_007,2024-01-01,2024-01-01,2024-01-31,299.0,netherlands,sch_00116,learning_center,cancelled,government_ngos,monthly
inv_0000415,sub_000117,cust_00117,prod_004,2023-04-01,2023-04-01,2023-04-30,99.0,netherlands,sch_00117,pro,cancelled,corporate_training,monthly
inv_0000878,sub_000118,cust_00118,prod_001,2023-09-01,2023-09-01,2023-09-30,29.0,australia,sch_00118,starter,cancelled,corporate_training,monthly
inv_0000119,sub_000119,cust_00119,prod_003,2023-01-01,2023-01-01,2023-12-31,288.0,netherlands,sch_00119,starter,cancelled,corporate_training,annual
inv_0000310,sub_000120,cust_00120,prod_001,2023-03-01,2023-03-01,2023-03-31,29.0,united states,sch_00120,starter,cancelled,government_ngos,monthly
inv_0000121,sub_000121,cust_00121,prod_003,2023-01-01,2023-01-01,2023-12-31,288.0,france,sch_00121,starter,cancelled,b2b_course_sellers,annual
inv_0000123,sub_000123,cust_00123,prod_008,2023-01-01,2023-01-01,2023-03-31,852.0,france,sch_00123,learning_center,cancelled,corporate_training,quarterly
inv_0000222,sub_000125,cust_00125,prod_004,2023-02-01,2023-02-01,2023-02-28,99.0,india,sch_00125,pro,cancelled,b2b_course_sellers,monthly
inv_0000963,sub_000127,cust_00127,prod_001,2023-10-01,2023-10-01,2023-10-31,29.0,netherlands,sch_00127,starter,cancelled,b2c_course_sellers,monthly
inv_0000964,sub_000128,cust_00128,prod_002,2023-10-01,2023-10-01,2023-12-31,81.0,france,sch_00128,starter,cancelled,customer_training,quarterly
inv_0000699,sub_000129,cust_00129,prod_008,2023-07-01,2023-07-01,2023-09-30,852.0,united kingdom,sch_00129,learning_center,cancelled,b2b_course_sellers,quarterly
inv_0000224,sub_000130,cust_00130,prod_001,2023-02-01,2023-02-01,2023-02-28,29.0,australia,sch_00130,starter,cancelled,government_ngos,monthly
inv_0001143,sub_000131,cust_00131,prod_004,2023-12-01,2023-12-01,2023-12-31,99.0,netherlands,sch_00131,pro,cancelled,b2b_course_sellers,monthly
inv_0000602,sub_000132,cust_00132,prod_004,2023-06-01,2023-06-01,2023-06-30,99.0,spain,sch_00132,pro,cancelled,b2c_course_sellers,monthly
inv_0000133,sub_000133,cust_00133,prod_005,2023-01-01,2023-01-01,2023-03-31,282.0,canada,sch_00133,pro,cancelled,government_ngos,quarterly
inv_0000603,sub_000134,cust_00134,prod_004,2023-06-01,2023-06-01,2023-06-30,99.0,india,sch_00134,pro,cancelled,customer_training,monthly
inv_0000135,sub_000135,cust_00135,prod_009,2023-01-01,2023-01-01,2023-12-31,2988.0,united kingdom,sch_00135,learning_center,cancelled,corporate_training,annual
inv_0000228,sub_000136,cust_00136,prod_001,2023-02-01,2023-02-01,2023-02-28,29.0,india,sch_00136,starter,cancelled,corporate_training,monthly
inv_0001237,sub_000137,cust_00137,prod_001,2024-01-01,2024-01-01,2024-01-31,29.0,australia,sch_00137,starter,cancelled,corporate_training,monthly
inv_0000138,sub_000138,cust_00138,prod_003,2023-01-01,2023-01-01,2023-12-31,288.0,australia,sch_00138,starter,cancelled,government_ngos,annual
inv_0000139,sub_000139,cust_00139,prod_004,2023-01-01,2023-01-01,2023-01-31,99.0,united states,sch_00139,pro,cancelled,b2c_course_sellers,monthly
