invoice_id,country,use_case,month,monthly_amount
inv_0001464,united kingdom,b2c_course_sellers,2024-10-01,79.0
inv_0001488,france,b2c_course_sellers,2024-10-01,79.0
inv_0001493,spain,corporate_training,2024-10-01,79.0
inv_0001506,india,b2c_course_sellers,2024-10-01,249.0
inv_0001550,germany,government_ngos,2024-11-01,249.0
inv_0001557,netherlands,b2b_course_sellers,2024-11-01,79.0
inv_0001582,germany,customer_training,2024-11-01,249.0
inv_0001587,germany,b2b_course_sellers,2024-11-01,249.0
inv_0001627,germany,corporate_training,2024-11-01,79.0
inv_0001628,united kingdom,b2b_course_sellers,2024-11-01,249.0
inv_0001635,australia,government_ngos,2024-12-01,79.0
inv_0001641,india,corporate_training,2024-12-01,249.0
inv_0001644,brazil,government_ngos,2024-12-01,249.0
inv_0001648,canada,b2c_course_sellers,2024-12-01,249.0
inv_0001652,netherlands,b2c_course_sellers,2024-12-01,79.0
inv_0001656,india,government_ngos,2024-12-01,79.0
inv_0001658,india,corporate_training,2024-12-01,79.0
inv_0001660,india,b2c_course_sellers,2024-12-01,79.0
inv_0001698,india,b2b_course_sellers,2024-12-01,79.0
inv_0001699,brazil,corporate_training,2024-12-01,24.0
inv_0001745,india,b2b_course_sellers,2025-01-01,79.0
inv_0001747,brazil,corporate_training,2025-01-01,79.0
inv_0001753,united states,government_ngos,2025-01-01,249.0
inv_0001756,netherlands,customer_training,2025-01-01,249.0
inv_0001762,france,customer_training,2025-01-01,24.0
inv_0001764,india,corporate_training,2025-01-01,79.0
inv_0001768,germany,government_ngos,2025-01-01,79.0
inv_0001848,germany,customer_training,2025-01-01,24.0
inv_0001866,brazil,customer_training,2025-02-01,24.0
inv_0001868,brazil,corporate_training,2025-02-01,24.0
inv_0001871,united kingdom,government_ngos,2025-02-01,79.0
inv_0001909,united states,corporate_training,2025-02-01,24.0
inv_0001951,australia,b2b_course_sellers,2025-02-01,24.0
inv_0001953,spain,b2c_course_sellers,2025-02-01,24.0
inv_0001957,germany,customer_training,2025-03-01,79.0
inv_0001961,germany,customer_training,2025-03-01,79.0
inv_0001964,france,corporate_training,2025-03-01,249.0
inv_0001967,united kingdom,b2c_course_sellers,2025-03-01,249.0
inv_0001972,united kingdom,b2b_course_sellers,2025-03-01,24.0
inv_0001974,netherlands,b2c_course_sellers,2025-03-01,24.0
inv_0001977,brazil,government_ngos,2025-03-01,79.0
inv_0001979,france,customer_training,2025-03-01,79.0
inv_0001981,netherlands,customer_training,2025-03-01,79.0
inv_0001983,canada,b2c_course_sellers,2025-03-01,79.0
inv_0002016,united kingdom,b2b_course_sellers,2025-03-01,79.0
inv_0000143,brazil,b2b_course_sellers,2023-08-01,-23.95818181818182
inv_0000145,germany,b2b_course_sellers,2023-08-01,-23.95818181818182
inv_0000147,netherlands,corporate_training,2023-08-01,-23.95818181818182
inv_0000154,india,government_ngos,2023-08-01,-78.86181818181818
inv_0000161,spain,corporate_training,2023-08-01,-78.86181818181818
inv_0000163,united kingdom,b2c_course_sellers,2023-08-01,-248.56545454545451
inv_0000165,united states,government_ngos,2023-08-01,-248.56545454545451
inv_0000447,germany,customer_training,2023-11-01,-79.11818181818181
inv_0000527,india,b2b_course_sellers,2023-12-01,-23.964545454545455
inv_0000724,netherlands,b2b_course_sellers,2024-02-01,-78.88181818181819
inv_0000734,netherlands,corporate_training,2024-02-01,-248.6290909090909
inv_0000998,india,government_ngos,2024-05-01,-78.88181818181819
inv_0001090,france,customer_training,2024-06-01,-79.11818181818181
inv_0001180,canada,customer_training,2024-07-01,-248.6290909090909
inv_0001746,brazil,corporate_training,2025-01-01,-24.029999999999998
inv_0001763,india,corporate_training,2025-01-01,-249.30999999999997
inv_0001867,brazil,corporate_training,2025-02-01,-78.86181818181818
inv_0000243,united kingdom,b2c_course_sellers,2023-09-01,-79.476
inv_0000247,united kingdom,b2c_course_sellers,2023-09-01,-79.476
inv_0000250,united kingdom,government_ngos,2023-09-01,-79.476
inv_0000255,france,customer_training,2023-09-01,-250.50100000000003
inv_0000332,spain,corporate_training,2023-10-01,-24.145
inv_0000623,india,government_ngos,2024-01-01,-79.0
inv_0000812,united kingdom,b2b_course_sellers,2024-03-01,-23.921
inv_0000916,france,corporate_training,2024-04-01,-249.0
inv_0001008,france,customer_training,2024-05-01,-249.0
inv_0001011,germany,b2b_course_sellers,2024-05-01,-249.0
inv_0001167,germany,government_ngos,2024-07-01,-24.0
inv_0001173,united states,corporate_training,2024-07-01,-79.0
inv_0001177,germany,b2b_course_sellers,2024-07-01,-79.0
inv_0001659,india,b2c_course_sellers,2024-12-01,-248.86399999999998
inv_0001767,germany,government_ngos,2025-01-01,-248.86399999999998
inv_0001960,germany,customer_training,2025-03-01,-23.908
inv_0001980,netherlands,customer_training,2025-03-01,-248.045
inv_0000328,germany,customer_training,2023-10-01,-24.11
inv_0000334,india,corporate_training,2023-10-01,-79.36111111111111
inv_0000343,france,b2c_course_sellers,2023-10-01,-250.13666666666666
inv_0000346,brazil,b2c_course_sellers,2023-10-01,-250.13666666666666
inv_0000548,united kingdom,b2c_course_sellers,2023-12-01,-248.54666666666668
inv_0000729,india,corporate_training,2024-02-01,-78.85555555555555
inv_0000827,australia,government_ngos,2024-03-01,-78.85555555555555
inv_0000907,united kingdom,b2b_course_sellers,2024-04-01,-78.85555555555555
inv_0000918,india,government_ngos,2024-04-01,-248.54666666666668
inv_0001356,united kingdom,government_ngos,2024-09-01,-79.14444444444445
inv_0001651,netherlands,b2c_course_sellers,2024-12-01,-248.3177777777778
inv_0001761,france,customer_training,2025-01-01,-79.07222222222222
inv_0001973,netherlands,b2c_course_sellers,2025-03-01,-78.78333333333333
inv_0001976,brazil,government_ngos,2025-03-01,-248.3177777777778
inv_0001982,canada,b2c_course_sellers,2025-03-01,-248.3177777777778
inv_0000440,india,corporate_training,2023-11-01,-24.165
inv_0000450,germany,b2b_course_sellers,2023-11-01,-79.54125
inv_0000457,india,government_ngos,2023-11-01,-250.705
inv_0000536,united states,government_ngos,2023-12-01,-79.54125
inv_0000635,united kingdom,b2b_course_sellers,2024-01-01,-249.0
inv_0000738,india,corporate_training,2024-02-01,-249.0
inv_0001549,germany,government_ngos,2024-11-01,-79.32375
inv_0001755,netherlands,customer_training,2025-01-01,-78.89125
inv_0000530,australia,government_ngos,2023-12-01,-24.12142857142857
inv_0000534,united kingdom,government_ngos,2023-12-01,-79.40142857142857
inv_0000621,netherlands,corporate_training,2024-01-01,-79.77285714285713
inv_0000628,brazil,b2b_course_sellers,2024-01-01,-79.77285714285713
inv_0000995,united kingdom,b2c_course_sellers,2024-05-01,-78.81428571428572
inv_0001460,france,customer_training,2024-10-01,-249.58285714285714
inv_0001463,united kingdom,b2c_course_sellers,2024-10-01,-249.58285714285714
inv_0001643,brazil,government_ngos,2024-12-01,-79.18571428571428
inv_0001744,india,b2b_course_sellers,2025-01-01,-24.16857142857143
inv_0001870,united kingdom,government_ngos,2025-02-01,-247.92857142857142
inv_0001966,united kingdom,b2c_course_sellers,2025-03-01,-78.66
inv_0000011,netherlands,corporate_training,2023-06-01,249.0
inv_0000016,france,customer_training,2023-06-01,249.0
inv_0000022,netherlands,b2b_course_sellers,2023-06-01,79.0
inv_0000024,united states,b2b_course_sellers,2023-06-01,249.0
inv_0000027,brazil,customer_training,2023-06-01,249.0
inv_0000031,united kingdom,corporate_training,2023-06-01,24.0
inv_0000032,brazil,b2c_course_sellers,2023-06-01,249.0
inv_0000033,germany,government_ngos,2023-06-01,79.0
inv_0000040,india,corporate_training,2023-06-01,24.0
inv_0000044,united kingdom,b2c_course_sellers,2023-06-01,79.0
inv_0000046,united kingdom,government_ngos,2023-06-01,79.0
inv_0000048,germany,corporate_training,2023-06-01,249.0
inv_0000049,united states,corporate_training,2023-06-01,79.0
inv_0000054,germany,government_ngos,2023-06-01,79.0
inv_0000056,india,government_ngos,2023-06-01,79.0
inv_0000060,united states,government_ngos,2023-06-01,249.0
inv_0000061,united kingdom,b2c_course_sellers,2023-06-01,249.0
inv_0000064,brazil,government_ngos,2023-06-01,79.0
inv_0000071,germany,b2b_course_sellers,2023-06-01,24.0
inv_0000077,united kingdom,b2b_course_sellers,2023-06-01,24.0
inv_0000079,france,b2c_course_sellers,2023-06-01,249.0
inv_0000082,germany,customer_training,2023-06-01,24.0
inv_0000084,united kingdom,government_ngos,2023-06-01,79.0
inv_0000094,germany,b2b_course_sellers,2023-06-01,79.0
inv_0000096,canada,b2c_course_sellers,2023-06-01,249.0
inv_0000098,india,corporate_training,2023-06-01,79.0
inv_0000100,brazil,b2b_course_sellers,2023-06-01,24.0
inv_0000101,united kingdom,b2c_course_sellers,2023-06-01,79.0
inv_0000103,india,government_ngos,2023-06-01,249.0
inv_0000104,spain,corporate_training,2023-06-01,79.0
inv_0000105,canada,corporate_training,2023-06-01,79.0
inv_0000110,netherlands,b2b_course_sellers,2023-06-01,24.0
inv_0000111,netherlands,b2b_course_sellers,2023-06-01,249.0
inv_0000115,germany,b2c_course_sellers,2023-06-01,79.0
inv_0000119,netherlands,corporate_training,2023-06-01,24.0
inv_0000121,france,b2b_course_sellers,2023-06-01,24.0
inv_0000135,united kingdom,corporate_training,2023-06-01,249.0
inv_0000138,australia,government_ngos,2023-06-01,24.0
inv_0000144,brazil,b2b_course_sellers,2023-07-01,79.0
inv_0000146,germany,b2b_course_sellers,2023-07-01,79.0
inv_0000148,netherlands,corporate_training,2023-07-01,79.0
inv_0000155,india,government_ngos,2023-07-01,249.0
inv_0000162,spain,corporate_training,2023-07-01,24.0
inv_0000164,united kingdom,b2c_course_sellers,2023-07-01,79.0
inv_0000166,united states,government_ngos,2023-07-01,79.0
inv_0000244,united kingdom,b2c_course_sellers,2023-08-01,249.0
inv_0000248,united kingdom,b2c_course_sellers,2023-08-01,249.0
inv_0000251,united kingdom,government_ngos,2023-08-01,24.0
inv_0000256,france,customer_training,2023-08-01,79.0
inv_0000325,united kingdom,b2b_course_sellers,2023-08-01,249.0
inv_0000329,germany,customer_training,2023-09-01,79.0
inv_0000333,spain,corporate_training,2023-09-01,79.0
inv_0000335,india,corporate_training,2023-09-01,249.0
inv_0000344,france,b2c_course_sellers,2023-09-01,79.0
inv_0000347,brazil,b2c_course_sellers,2023-09-01,79.0
inv_0000434,india,b2c_course_sellers,2023-09-01,249.0
inv_0000441,india,corporate_training,2023-10-01,79.0
inv_0000448,germany,customer_training,2023-10-01,249.0
inv_0000451,germany,b2b_course_sellers,2023-10-01,249.0
inv_0000458,india,government_ngos,2023-10-01,79.0
inv_0000525,india,b2b_course_sellers,2023-10-01,24.0
inv_0000528,india,b2b_course_sellers,2023-11-01,79.0
inv_0000531,australia,government_ngos,2023-11-01,79.0
inv_0000535,united kingdom,government_ngos,2023-11-01,249.0
inv_0000537,united states,government_ngos,2023-11-01,249.0
inv_0000549,united kingdom,b2c_course_sellers,2023-11-01,79.0
inv_0000613,brazil,corporate_training,2023-11-01,24.0
inv_0000622,netherlands,corporate_training,2023-12-01,249.0
inv_0000624,india,government_ngos,2023-12-01,249.0
inv_0000627,germany,government_ngos,2023-12-01,249.0
inv_0000629,brazil,b2b_course_sellers,2023-12-01,249.0
inv_0000633,netherlands,b2b_course_sellers,2023-12-01,24.0
inv_0000636,united kingdom,b2b_course_sellers,2023-12-01,79.0
inv_0000639,netherlands,b2b_course_sellers,2023-12-01,79.0
inv_0000715,united kingdom,b2b_course_sellers,2023-12-01,24.0
inv_0000725,netherlands,b2b_course_sellers,2024-01-01,249.0
inv_0000730,india,corporate_training,2024-01-01,249.0
inv_0000735,netherlands,corporate_training,2024-01-01,79.0
inv_0000739,india,corporate_training,2024-01-01,79.0
inv_0000808,netherlands,customer_training,2024-01-01,24.0
inv_0000809,france,corporate_training,2024-01-01,249.0
inv_0000810,united states,corporate_training,2024-01-01,24.0
inv_0000811,netherlands,b2c_course_sellers,2024-01-01,79.0
inv_0000813,united kingdom,b2b_course_sellers,2024-02-01,79.0
inv_0000818,germany,b2b_course_sellers,2024-02-01,249.0
inv_0000822,france,customer_training,2024-02-01,249.0
inv_0000828,australia,government_ngos,2024-02-01,24.0
inv_0000832,canada,b2c_course_sellers,2024-02-01,79.0
inv_0000899,united kingdom,b2b_course_sellers,2024-03-01,79.0
inv_0000908,united kingdom,b2b_course_sellers,2024-03-01,249.0
inv_0000917,france,corporate_training,2024-03-01,79.0
inv_0000919,india,government_ngos,2024-03-01,79.0
inv_0000996,united kingdom,b2c_course_sellers,2024-04-01,249.0
inv_0000999,india,government_ngos,2024-04-01,249.0
inv_0001005,germany,government_ngos,2024-04-01,24.0
inv_0001009,france,customer_training,2024-04-01,79.0
inv_0001012,germany,b2b_course_sellers,2024-04-01,79.0
inv_0001080,france,customer_training,2024-04-01,249.0
inv_0001082,united states,corporate_training,2024-04-01,79.0
inv_0001085,united kingdom,government_ngos,2024-05-01,79.0
inv_0001091,france,customer_training,2024-05-01,249.0
inv_0001161,canada,customer_training,2024-05-01,249.0
inv_0001168,germany,government_ngos,2024-06-01,79.0
inv_0001174,united states,corporate_training,2024-06-01,249.0
inv_0001178,germany,b2b_course_sellers,2024-06-01,24.0
inv_0001179,brazil,customer_training,2024-06-01,79.0
inv_0001181,canada,customer_training,2024-06-01,79.0
inv_0001183,united states,government_ngos,2024-06-01,79.0
inv_0001197,united kingdom,corporate_training,2024-06-01,24.0
inv_0001206,united states,corporate_training,2024-06-01,79.0
inv_0001212,brazil,government_ngos,2024-06-01,79.0
inv_0001229,france,b2b_course_sellers,2024-06-01,24.0
inv_0001236,united kingdom,corporate_training,2024-06-01,249.0
inv_0001252,canada,corporate_training,2024-06-01,249.0
inv_0001260,spain,b2c_course_sellers,2024-06-01,24.0
inv_0001265,netherlands,b2b_course_sellers,2024-07-01,79.0
inv_0001299,india,government_ngos,2024-07-01,249.0
inv_0001340,germany,customer_training,2024-07-01,24.0
inv_0001342,india,b2b_course_sellers,2024-07-01,24.0
inv_0001352,netherlands,customer_training,2024-08-01,79.0
inv_0001357,united kingdom,government_ngos,2024-08-01,249.0
inv_0001359,netherlands,b2c_course_sellers,2024-08-01,249.0
inv_0001407,united kingdom,b2c_course_sellers,2024-08-01,249.0
inv_0001461,france,customer_training,2024-09-01,79.0
inv_0001464,united kingdom,b2c_course_sellers,2024-09-01,79.0
inv_0001488,france,b2c_course_sellers,2024-09-01,79.0
inv_0001493,spain,corporate_training,2024-09-01,79.0
inv_0001506,india,b2c_course_sellers,2024-09-01,249.0
inv_0001550,germany,government_ngos,2024-10-01,249.0
inv_0001557,netherlands,b2b_course_sellers,2024-10-01,79.0
inv_0001582,germany,customer_training,2024-10-01,249.0
inv_0001587,germany,b2b_course_sellers,2024-10-01,249.0
inv_0001627,germany,corporate_training,2024-10-01,79.0
inv_0001628,united kingdom,b2b_course_sellers,2024-10-01,249.0
inv_0001635,australia,government_ngos,2024-11-01,79.0
inv_0001641,india,corporate_training,2024-11-01,249.0
inv_0001644,brazil,government_ngos,2024-11-01,249.0
inv_0001648,canada,b2c_course_sellers,2024-11-01,249.0
inv_0001652,netherlands,b2c_course_sellers,2024-11-01,79.0
inv_0001656,india,government_ngos,2024-11-01,79.0
inv_0001658,india,corporate_training,2024-11-01,79.0
inv_0001660,india,b2c_course_sellers,2024-11-01,79.0
inv_0001698,india,b2b_course_sellers,2024-11-01,79.0
inv_0001699,brazil,corporate_training,2024-11-01,24.0
inv_0001745,india,b2b_course_sellers,2024-12-01,79.0
inv_0001747,brazil,corporate_training,2024-12-01,79.0
inv_0001753,united states,government_ngos,2024-12-01,249.0
inv_0001756,netherlands,customer_training,2024-12-01,249.0
inv_0001762,france,customer_training,2024-12-01,24.0
inv_0001764,india,corporate_training,2024-12-01,79.0
inv_0001768,germany,government_ngos,2024-12-01,79.0
inv_0001848,germany,customer_training,2024-12-01,24.0
inv_0001866,brazil,customer_training,2025-01-01,24.0
inv_0001868,brazil,corporate_training,2025-01-01,24.0
inv_0001871,united kingdom,government_ngos,2025-01-01,79.0
inv_0001909,united states,corporate_training,2025-01-01,24.0
inv_0001951,australia,b2b_course_sellers,2025-01-01,24.0
inv_0001953,spain,b2c_course_sellers,2025-01-01,24.0
inv_0001957,germany,customer_training,2025-02-01,79.0
inv_0001961,germany,customer_training,2025-02-01,79.0
inv_0001964,france,corporate_training,2025-02-01,249.0
inv_0001967,united kingdom,b2c_course_sellers,2025-02-01,249.0
inv_0001972,united kingdom,b2b_course_sellers,2025-02-01,24.0
inv_0001974,netherlands,b2c_course_sellers,2025-02-01,24.0
inv_0001977,brazil,government_ngos,2025-02-01,79.0
inv_0001979,france,customer_training,2025-02-01,79.0
inv_0001981,netherlands,customer_training,2025-02-01,79.0
inv_0001983,canada,b2c_course_sellers,2025-02-01,79.0
inv_0002016,united kingdom,b2b_course_sellers,2025-02-01,79.0
inv_0000143,brazil,b2b_course_sellers,2023-07-01,-23.95818181818182
inv_0000145,germany,b2b_course_sellers,2023-07-01,-23.95818181818182
inv_0000147,netherlands,corporate_training,2023-07-01,-23.95818181818182
inv_0000154,india,government_ngos,2023-07-01,-78.86181818181818
inv_0000161,spain,corporate_training,2023-07-01,-78.86181818181818
inv_0000163,united kingdom,b2c_course_sellers,2023-07-01,-248.56545454545451
inv_0000165,united states,government_ngos,2023-07-01,-248.56545454545451
inv_0000447,germany,customer_training,2023-10-01,-79.11818181818181
inv_0000527,india,b2b_course_sellers,2023-11-01,-23.964545454545455
inv_0000724,netherlands,b2b_course_sellers,2024-01-01,-78.88181818181819
inv_0000734,netherlands,corporate_training,2024-01-01,-248.6290909090909
inv_0000998,india,government_ngos,2024-04-01,-78.88181818181819
inv_0001090,france,customer_training,2024-05-01,-79.11818181818181
inv_0001180,canada,customer_training,2024-06-01,-248.6290909090909
inv_0001746,brazil,corporate_training,2024-12-01,-24.029999999999998
inv_0001763,india,corporate_training,2024-12-01,-249.30999999999997
inv_0001867,brazil,corporate_training,2025-01-01,-78.86181818181818
inv_0000243,united kingdom,b2c_course_sellers,2023-08-01,-79.476
inv_0000247,united kingdom,b2c_course_sellers,2023-08-01,-79.476
inv_0000250,united kingdom,government_ngos,2023-08-01,-79.476
inv_0000255,france,customer_training,2023-08-01,-250.50100000000003
inv_0000332,spain,corporate_training,2023-09-01,-24.145
inv_0000623,india,government_ngos,2023-12-01,-79.0
inv_0000812,united kingdom,b2b_course_sellers,2024-02-01,-23.921
inv_0000916,france,corporate_training,2024-03-01,-249.0
inv_0001008,france,customer_training,2024-04-01,-249.0
inv_0001011,germany,b2b_course_sellers,2024-04-01,-249.0
inv_0001167,germany,government_ngos,2024-06-01,-24.0
inv_0001173,united states,corporate_training,2024-06-01,-79.0
inv_0001177,germany,b2b_course_sellers,2024-06-01,-79.0
inv_0001659,india,b2c_course_sellers,2024-11-01,-248.86399999999998
inv_0001767,germany,government_ngos,2024-12-01,-248.86399999999998
inv_0001960,germany,customer_training,2025-02-01,-23.908
inv_0001980,netherlands,customer_training,2025-02-01,-248.045
inv_0000328,germany,customer_training,2023-09-01,-24.11
inv_0000334,india,corporate_training,2023-09-01,-79.36111111111111
inv_0000343,france,b2c_course_sellers,2023-09-01,-250.13666666666666
inv_0000346,brazil,b2c_course_sellers,2023-09-01,-250.13666666666666
inv_0000548,united kingdom,b2c_course_sellers,2023-11-01,-248.54666666666668
inv_0000729,india,corporate_training,2024-01-01,-78.85555555555555
inv_0000827,australia,government_ngos,2024-02-01,-78.85555555555555
inv_0000907,united kingdom,b2b_course_sellers,2024-03-01,-78.85555555555555
inv_0000918,india,government_ngos,2024-03-01,-248.54666666666668
inv_0001356,united kingdom,government_ngos,2024-08-01,-79.14444444444445
inv_0001651,netherlands,b2c_course_sellers,2024-11-01,-248.3177777777778
inv_0001761,france,customer_training,2024-12-01,-79.07222222222222
inv_0001973,netherlands,b2c_course_sellers,2025-02-01,-78.78333333333333
inv_0001976,brazil,government_ngos,2025-02-01,-248.3177777777778
inv_0001982,canada,b2c_course_sellers,2025-02-01,-248.3177777777778
inv_0000440,india,corporate_training,2023-10-01,-24.165
inv_0000450,germany,b2b_course_sellers,2023-10-01,-79.54125
inv_0000457,india,government_ngos,2023-10-01,-250.705
inv_0000536,united states,government_ngos,2023-11-01,-79.54125
inv_0000635,united kingdom,b2b_course_sellers,2023-12-01,-249.0
inv_0000738,india,corporate_training,2024-01-01,-249.0
inv_0001549,germany,government_ngos,2024-10-01,-79.32375
inv_0001755,netherlands,customer_training,2024-12-01,-78.89125
inv_0000530,australia,government_ngos,2023-11-01,-24.12142857142857
inv_0000534,united kingdom,government_ngos,2023-11-01,-79.40142857142857
inv_0000621,netherlands,corporate_training,2023-12-01,-79.77285714285713
inv_0000628,brazil,b2b_course_sellers,2023-12-01,-79.77285714285713
inv_0000995,united kingdom,b2c_course_sellers,2024-04-01,-78.81428571428572
inv_0001460,france,customer_training,2024-09-01,-249.58285714285714
inv_0001463,united kingdom,b2c_course_sellers,2024-09-01,-249.58285714285714
inv_0001643,brazil,government_ngos,2024-11-01,-79.18571428571428
inv_0001744,india,b2b_course_sellers,2024-12-01,-24.16857142857143
inv_0001870,united kingdom,government_ngos,2025-01-01,-247.92857142857142
inv_0001966,united kingdom,b2c_course_sellers,2025-02-01,-78.66
inv_0000626,germany,government_ngos,2023-12-01,-79.64999999999999
inv_0000632,netherlands,b2b_course_sellers,2023-12-01,-79.64999999999999
inv_0000638,netherlands,b2b_course_sellers,2023-12-01,-251.04666666666665
inv_0000821,france,customer_training,2024-02-01,-78.56833333333334
inv_0001752,united states,government_ngos,2024-12-01,-79.43166666666666
inv_0000011,netherlands,corporate_training,2023-05-01,249.0
inv_0000016,france,customer_training,2023-05-01,249.0
inv_0000022,netherlands,b2b_course_sellers,2023-05-01,79.0
inv_0000024,united states,b2b_course_sellers,2023-05-01,249.0
inv_0000027,brazil,customer_training,2023-05-01,249.0
inv_0000031,united kingdom,corporate_training,2023-05-01,24.0
inv_0000032,brazil,b2c_course_sellers,2023-05-01,249.0
inv_0000033,germany,government_ngos,2023-05-01,79.0
inv_0000040,india,corporate_training,2023-05-01,24.0
inv_0000044,united kingdom,b2c_course_sellers,2023-05-01,79.0
inv_0000046,united kingdom,government_ngos,2023-05-01,79.0
inv_0000048,germany,corporate_training,2023-05-01,249.0
inv_0000049,united states,corporate_training,2023-05-01,79.0
inv_0000054,germany,government_ngos,2023-05-01,79.0
inv_0000056,india,government_ngos,2023-05-01,79.0
inv_0000060,united states,government_ngos,2023-05-01,249.0
inv_0000061,united kingdom,b2c_course_sellers,2023-05-01,249.0
inv_0000064,brazil,government_ngos,2023-05-01,79.0
inv_0000071,germany,b2b_course_sellers,2023-05-01,24.0
inv_0000077,united kingdom,b2b_course_sellers,2023-05-01,24.0
inv_0000079,france,b2c_course_sellers,2023-05-01,249.0
inv_0000082,germany,customer_training,2023-05-01,24.0
inv_0000084,united kingdom,government_ngos,2023-05-01,79.0
inv_0000094,germany,b2b_course_sellers,2023-05-01,79.0
inv_0000096,canada,b2c_course_sellers,2023-05-01,249.0
inv_0000098,india,corporate_training,2023-05-01,79.0
inv_0000100,brazil,b2b_course_sellers,2023-05-01,24.0
inv_0000101,united kingdom,b2c_course_sellers,2023-05-01,79.0
inv_0000103,india,government_ngos,2023-05-01,249.0
inv_0000104,spain,corporate_training,2023-05-01,79.0
inv_0000105,canada,corporate_training,2023-05-01,79.0
inv_0000110,netherlands,b2b_course_sellers,2023-05-01,24.0
inv_0000111,netherlands,b2b_course_sellers,2023-05-01,249.0
inv_0000115,germany,b2c_course_sellers,2023-05-01,79.0
inv_0000119,netherlands,corporate_training,2023-05-01,24.0
inv_0000121,france,b2b_course_sellers,2023-05-01,24.0
inv_0000135,united kingdom,corporate_training,2023-05-01,249.0
inv_0000138,australia,government_ngos,2023-05-01,24.0
inv_0000144,brazil,b2b_course_sellers,2023-06-01,79.0
inv_0000146,germany,b2b_course_sellers,2023-06-01,79.0
inv_0000148,netherlands,corporate_training,2023-06-01,79.0
inv_0000155,india,government_ngos,2023-06-01,249.0
inv_0000162,spain,corporate_training,2023-06-01,24.0
inv_0000164,united kingdom,b2c_course_sellers,2023-06-01,79.0
inv_0000166,united states,government_ngos,2023-06-01,79.0
inv_0000244,united kingdom,b2c_course_sellers,2023-07-01,249.0
inv_0000248,united kingdom,b2c_course_sellers,2023-07-01,249.0
inv_0000251,united kingdom,government_ngos,2023-07-01,24.0
inv_0000256,france,customer_training,2023-07-01,79.0
inv_0000325,united kingdom,b2b_course_sellers,2023-07-01,249.0
inv_0000329,germany,customer_training,2023-08-01,79.0
inv_0000333,spain,corporate_training,2023-08-01,79.0
inv_0000335,india,corporate_training,2023-08-01,249.0
inv_0000344,france,b2c_course_sellers,2023-08-01,79.0
inv_0000347,brazil,b2c_course_sellers,2023-08-01,79.0
inv_0000434,india,b2c_course_sellers,2023-08-01,249.0
inv_0000441,india,corporate_training,2023-09-01,79.0
inv_0000448,germany,customer_training,2023-09-01,249.0
inv_0000451,germany,b2b_course_sellers,2023-09-01,249.0
inv_0000458,india,government_ngos,2023-09-01,79.0
inv_0000525,india,b2b_course_sellers,2023-09-01,24.0
inv_0000528,india,b2b_course_sellers,2023-10-01,79.0
inv_0000531,australia,government_ngos,2023-10-01,79.0
inv_0000535,united kingdom,government_ngos,2023-10-01,249.0
inv_0000537,united states,government_ngos,2023-10-01,249.0
inv_0000549,united kingdom,b2c_course_sellers,2023-10-01,79.0
inv_0000613,brazil,corporate_training,2023-10-01,24.0
inv_0000622,netherlands,corporate_training,2023-11-01,249.0
inv_0000624,india,government_ngos,2023-11-01,249.0
inv_0000627,germany,government_ngos,2023-11-01,249.0
inv_0000629,brazil,b2b_course_sellers,2023-11-01,249.0
inv_0000633,netherlands,b2b_course_sellers,2023-11-01,24.0
inv_0000636,united kingdom,b2b_course_sellers,2023-11-01,79.0
inv_0000639,netherlands,b2b_course_sellers,2023-11-01,79.0
inv_0000715,united kingdom,b2b_course_sellers,2023-11-01,24.0
inv_0000725,netherlands,b2b_course_sellers,2023-12-01,249.0
inv_0000730,india,corporate_training,2023-12-01,249.0
inv_0000735,netherlands,corporate_training,2023-12-01,79.0
inv_0000739,india,corporate_training,2023-12-01,79.0
inv_0000808,netherlands,customer_training,2023-12-01,24.0
inv_0000809,france,corporate_training,2023-12-01,249.0
inv_0000810,united states,corporate_training,2023-12-01,24.0
inv_0000811,netherlands,b2c_course_sellers,2023-12-01,79.0
inv_0000813,united kingdom,b2b_course_sellers,2024-01-01,79.0
inv_0000818,germany,b2b_course_sellers,2024-01-01,249.0
inv_0000822,france,customer_training,2024-01-01,249.0
inv_0000828,australia,government_ngos,2024-01-01,24.0
inv_0000832,canada,b2c_course_sellers,2024-01-01,79.0
inv_0000899,united kingdom,b2b_course_sellers,2024-02-01,79.0
inv_0000908,united kingdom,b2b_course_sellers,2024-02-01,249.0
inv_0000917,france,corporate_training,2024-02-01,79.0
inv_0000919,india,government_ngos,2024-02-01,79.0
inv_0000996,united kingdom,b2c_course_sellers,2024-03-01,249.0
inv_0000999,india,government_ngos,2024-03-01,249.0
inv_0001005,germany,government_ngos,2024-03-01,24.0
inv_0001009,france,customer_training,2024-03-01,79.0
inv_0001012,germany,b2b_course_sellers,2024-03-01,79.0
inv_0001080,france,customer_training,2024-03-01,249.0
inv_0001082,united states,corporate_training,2024-03-01,79.0
inv_0001085,united kingdom,government_ngos,2024-04-01,79.0
inv_0001091,france,customer_training,2024-04-01,249.0
inv_0001161,canada,customer_training,2024-04-01,249.0
inv_0001168,germany,government_ngos,2024-05-01,79.0
inv_0001174,united states,corporate_training,2024-05-01,249.0
inv_0001178,germany,b2b_course_sellers,2024-05-01,24.0
inv_0001179,brazil,customer_training,2024-05-01,79.0
inv_0001181,canada,customer_training,2024-05-01,79.0
inv_0001183,united states,government_ngos,2024-05-01,79.0
